0.085	0.0088
0.137	0.0430
0.242	0.1348
0.346	0.1484
0.450	0.0801
0.553	0.0234
0.657	0.0000
0.761	-0.0586
1.019	-0.1045
1.072	-0.0703
1.177	-0.0137
1.280	0.0400
1.383	0.0928
1.487	0.1270
1.593	0.1250
1.700	0.0352
1.799	-0.0117
1.903	-0.0342
2.006	-0.0742
2.113	-0.1182
2.215	-0.0889
2.319	-0.0098
2.422	0.0312
2.541	0.0674
2.631	0.1191
2.734	0.1279
2.838	0.0684
2.941	0.0225
3.046	-0.0137
3.149	-0.0664
3.255	-0.1094
3.359	-0.0898
3.462	-0.0293
3.569	0.0059
3.669	0.0518
3.986	0.1055
4.096	0.0332
4.200	-0.0156
4.299	-0.0557
4.402	-0.0928
4.504	-0.0957
4.608	-0.0605
4.709	0.0107
4.812	0.0400
4.915	0.0752
5.019	0.1074
5.245	0.0996
5.331	-0.0107
5.435	-0.0342
5.542	-0.0703
5.643	-0.0752
5.747	-0.0801
5.850	-0.0117
5.954	0.0156
6.340	0.0654
6.368	0.0674
6.475	0.0576
6.576	-0.0400
6.683	-0.0908
6.786	-0.0371
6.890	-0.0859
6.993	-0.0342
7.106	0.0400
7.206	0.0449
7.451	0.0645
7.512	0.0967
7.621	0.0264
7.721	-0.0039
7.822	-0.0391
7.926	-0.0742
8.030	-0.0957
8.134	-0.0410
8.241	0.0127
8.340	0.0566
8.622	0.1191
8.652	0.0918
8.755	0.0400
8.861	0.0020
8.963	-0.0361
9.067	-0.0762
9.172	-0.0830
9.275	-0.0537
9.380	-0.0176
9.482	0.0088
9.589	0.0752
9.815	0.0967
9.898	0.0713
10.001	0.0078
10.110	-0.0312
10.211	-0.0547
10.315	-0.0693
10.419	-0.0664
10.521	-0.0283
10.628	0.0195
10.729	0.0518
10.841	0.0830
10.943	0.0996
11.045	0.0771
11.149	0.0166
11.250	-0.0098
11.352	-0.0430
11.456	-0.0732
11.561	-0.0693
11.664	-0.0283
11.769	0.0068
11.873	0.0352
11.975	0.0713
12.080	0.0889
12.184	0.0762
12.292	0.0264
12.391	0.0010
12.494	-0.0371
12.598	-0.0684
12.703	-0.0713
12.806	-0.0322
12.910	-0.0029
13.014	0.0293
13.118	0.0654
13.224	-0.0459
13.326	0.0996
13.430	-0.0020
13.533	-0.1172
13.638	-0.1582
13.740	-0.0127
13.847	-0.0498
13.948	-0.1611
14.052	0.0312
14.175	0.1348
14.261	0.0518
14.364	0.1094
14.469	0.1709
14.573	-0.0088
14.675	-0.0703
14.779	-0.0225
14.884	-0.0732
14.988	-0.1523
15.093	-0.0781
15.195	0.0596
15.298	0.0459
15.402	0.0439
15.506	0.1475
15.613	0.1758
15.715	0.0205
15.818	0.0059
15.921	0.0156
16.027	-0.1221
16.129	-0.1602
16.237	-0.0205
16.337	0.0000
16.441	-0.0264
16.547	0.0928
16.651	0.1592
16.757	0.0947
16.858	0.0762
16.960	0.0469
17.065	-0.0576
17.168	-0.0801
17.271	-0.0840
17.375	-0.0918
17.482	-0.0527
17.588	0.0205
17.687	0.0723
17.791	0.0928
17.894	0.1211
18.004	0.1123
18.114	0.0420
18.208	-0.0293
18.310	-0.0508
18.413	-0.0811
18.518	-0.1113
18.622	-0.0674
18.725	0.0293
18.829	0.0283
18.935	0.0693
19.037	0.1348
19.142	0.1113
19.247	0.0264
19.349	0.0127
19.453	-0.0205
19.557	-0.1035
19.660	-0.1074
19.766	-0.0527
19.868	-0.0312
19.974	0.0303
20.078	0.0869
20.181	0.1035
20.388	0.0898
20.494	0.0068
20.597	-0.0312
20.699	-0.0576
20.803	-0.0703
20.907	-0.0781
21.012	-0.0322
21.115	0.0215
21.220	0.0518
21.326	0.0947
21.428	0.1172
21.533	0.0957
21.634	0.0215
21.739	-0.0146
21.843	-0.0430
21.945	-0.0820
22.051	-0.0889
22.154	-0.0264
22.257	-0.0107
22.361	0.0322
22.465	0.0215
22.569	0.2275
22.673	-0.0479
22.778	-0.1025
22.882	0.1377
22.985	-0.0801
23.089	-0.3467
23.194	0.1328
23.297	-0.0283
23.401	-0.2764
23.504	0.0762
23.609	0.2598
23.712	-0.0518
23.815	-0.0449
23.920	0.2236
24.023	0.0137
24.128	-0.2266
24.232	0.0557
24.334	0.0527
24.438	-0.1816
24.543	-0.0605
24.647	-0.2617
24.751	0.2861
24.853	-0.2607
24.959	-0.1055
25.073	0.3066
25.166	0.0586
25.269	-0.2832
25.374	0.1865
25.478	0.1875
25.580	-0.5098
25.686	0.0596
25.788	0.2412
25.894	-0.4355
25.997	-0.2910
26.100	0.2988
